Column1	artists	album_name	track_name	popularity	duration_ms	explicit	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature	track_genre
87041	The Verve	Rock Workout 2023	Bitter Sweet Symphony - Remastered 2016	1	357266	FALSE	0.356	0.917	9	-6.005	1	0.0487	0.0336	0	0.406	0.523	171.172	4	r-n-b
87042	Chuck Berry	Christmas Classics	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87043	The Verve	¬°¬Ò¬â¬Ñ¬ä¬ß¬à ¬Ó ¬Ü¬Ý¬Ñ¬ã - rock	Bitter Sweet Symphony - Remastered 2016	0	357266	FALSE	0.356	0.917	9	-6.005	1	0.0487	0.0336	0	0.406	0.523	171.172	4	r-n-b
87044	Chuck Berry	Classic Christmas Greatest Hits	Run Rudolph Run	0	164160	FALSE	0.682	0.776	7	-8.314	0	0.114	0.83	0.000011	0.17	0.959	151.799	4	r-n-b
87045	Banda Los Recoditos	En la nada	No Te Quiero Perder	0	208320	FALSE	0.697	0.399	2	-6.013	1	0.0375	0.611	0.0000206	0.064	0.916	140.105	3	r-n-b
87046	Banda Los Recoditos	Carrete familiar	No Te Quiero Perder	0	208320	FALSE	0.697	0.399	2	-6.013	1	0.0375	0.611	0.0000206	0.064	0.916	140.105	3	r-n-b
87047	Joan Sebastian	Carrete familiar	Tatuajes	0	211255	FALSE	0.8	0.464	7	-7.432	1	0.0324	0.739	0.00000133	0.131	0.87	100.718	4	r-n-b
87048	Banda Cuisillos	Lo Mejor De	No Se Lo Digas A Ella	56	219573	FALSE	0.49	0.625	2	-6.898	1	0.0423	0.503	0.00000445	0.106	0.552	78.723	4	r-n-b
87049	Valent?n Elizalde	En la nada	Lobo Domesticado	0	171426	FALSE	0.751	0.612	10	-3.196	1	0.0361	0.261	0.0000248	0.359	0.942	116.016	4	r-n-b
87050	The Righteous Brothers	Just Once In My Life	Unchained Melody	75	218013	FALSE	0.339	0.208	0	-16.725	1	0.0308	0.396	0.000519	0.18	0.288	98.54	3	r-n-b
87051	The Verve	Urban Hymns (Remastered 2016)	Bitter Sweet Symphony	80	357266	FALSE	0.356	0.917	9	-6.006	1	0.0479	0.0335	0	0.406	0.518	171.176	4	r-n-b
87052	Tungevaag;Raaban;Richard Smitt	All For Love	All For Love	59	180484	FALSE	0.689	0.901	7	-1.431	1	0.0678	0.145	0.0000103	0.459	0.651	125.115	4	r-n-b
87053	Ben E. King	Thanksgiving Party	Stand by Me	0	180055	FALSE	0.65	0.307	9	-9.443	1	0.0393	0.57	0.00000707	0.0707	0.604	118.087	4	r-n-b
87054	Lil Tjay;Polo G;Fivio Foreign	Destined 2 Win	Headshot (feat. Polo G & Fivio Foreign)	75	144349	TRUE	0.808	0.639	1	-7.266	0	0.279	0.0802	0	0.15	0.395	118	4	r-n-b
87055	Tungevaag;Raaban;A7S	10's Dance Classics	Hey Baby	0	180490	FALSE	0.694	0.888	11	-2.983	1	0.0723	0.0353	0	0.275	0.691	124.996	4	r-n-b
87056	Biquini Cavad?o	1985/2007 Sucessos Regravados (Vol. 1)	T?dio	52	200226	FALSE	0.629	0.909	4	-6.125	0	0.0586	0.0129	0.000165	0.346	0.772	143.952	4	r-n-b
87057	Chuck Berry	Xmas Classics 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87058	Chuck Berry	The Very Best Christmas Songs 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87059	Chuck Berry	pov: you hear the bells jingle	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87060	Chuck Berry	Best Christmas Songs 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87061	Chuck Berry	CHRISTMAS TOP HITS 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87062	Chuck Berry	Santa Claus Is Coming To Town	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87063	Chuck Berry	Best Christmas Music 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87064	Chuck Berry	Best Christmas Playlist Ever 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87065	Chuck Berry	Classic Christmas Music 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87066	Chuck Berry	Christmas Playlist 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87067	Banda Autentica de Jerez	La Mera Mera De Jerez	Ero?tico Y Roma?ntico	53	188640	FALSE	0.791	0.495	1	-5.837	1	0.0799	0.595	0	0.0862	0.825	140.835	3	r-n-b
87068	Chuck Berry	Christmas Songs 2022	Run Rudolph Run	1	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87069	Chuck Berry	Weihnachten Playlist	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87070	Chuck Berry	60s Christmas Party	You Never Can Tell - 1964 Single Version	0	163066	FALSE	0.572	0.848	7	-10.054	1	0.125	0.739	0.00000467	0.245	0.927	157.621	4	r-n-b
87071	Chuck Berry	Silent Night	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87072	Chuck Berry	Christmas Best Hits 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87073	Chuck Berry	Christmas Dinner 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87074	Chuck Berry	On air 70's Hits	Route 66 - Stereo Remix	1	170173	FALSE	0.755	0.642	10	-11.849	1	0.0566	0.564	0.000105	0.0443	0.969	79.768	4	r-n-b
87075	Chuck Berry	Rock n Roll Christmas	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87076	Chuy Lizarraga y Su Banda Tierra Sinaloense	En la nada	¢¯D?nde Estas Presumida?	0	213920	FALSE	0.648	0.441	3	-3.676	1	0.0332	0.715	0	0.0685	0.894	130.986	3	r-n-b
87077	Chuck Berry	Classic Christmas 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87078	Chuck Berry	12 Days of Christmas 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87079	Chuck Berry	"It's Christmas, Let's Dance"	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87080	Chuck Berry	Jingle Bell Rock 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87081	Chuck Berry	World's Best Christmas Playlist	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87082	Chuck Berry	Christmas Eve At Home	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87083	Chuck Berry	Christmas Faves 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87084	Chuck Berry	Rockin' Around The Christmas Tree 2022	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87085	Chuck Berry	Holidays Are Coming	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87086	Chuck Berry	All I Want For Christmas Is You	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87087	Chuck Berry	Weihnachten Musik	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87088	Chuck Berry	Home At Christmas	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87089	El Coyote Y Su Banda Tierra Santa	El Amo	Juan Ramos	53	177266	FALSE	0.692	0.487	7	-6.708	1	0.0356	0.685	0	0.0601	0.98	108.009	1	r-n-b
87090	Chuck Berry	pov: you bake cookies	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87091	Chuck Berry	All I want For Christmas Is Music	Run Rudolph Run	0	162897	FALSE	0.647	0.876	10	-5.662	1	0.185	0.881	0.0000359	0.26	0.949	151.925	4	r-n-b
87092	Julio Preciado Y Su Banda Perla Del Pacifico	Como Este Loco	Como Este Loco	54	221666	FALSE	0.486	0.627	5	-4.161	1	0.0397	0.496	0.0000959	0.0872	0.871	173.956	4	r-n-b
87093	Chuck Berry	(60's) Sixties Collected Volume 2	You Never Can Tell - 1986 Stereo Remix	0	165226	FALSE	0.588	0.682	7	-14.75	1	0.161	0.683	0.0000244	0.274	0.889	157.189	4	r-n-b
87094	Chuck Berry	Christmas time but not Christmas songs 2022	You Never Can Tell - 1964 Single Version	0	163066	FALSE	0.572	0.848	7	-10.054	1	0.125	0.739	0.00000467	0.245	0.927	157.621	4	r-n-b
87095	O Rappa	S? as Melhores do Pop Rock Brasileiro	A feira	0	239533	FALSE	0.713	0.886	7	-7.75	1	0.0411	0.0012	0.00000768	0.0496	0.9	97.983	4	r-n-b
87096	Fidel Rueda	Carrete familiar	Aunque Te Duela	0	199040	FALSE	0.816	0.645	5	-5.435	1	0.0402	0.517	0	0.0724	0.74	94.965	4	r-n-b
87097	Lulu Santos	S? as Melhores do Pop Rock Brasileiro	Um certo algu?m	0	213573	FALSE	0.684	0.708	9	-11.404	1	0.0299	0.513	0.00000219	0.088	0.84	134.685	4	r-n-b
87098	Lulu Santos	S? as Melhores do Pop Rock Brasileiro	Tudo azul	0	218066	FALSE	0.565	0.61	0	-13.236	1	0.0372	0.568	0	0.245	0.921	93.504	4	r-n-b
87099	"Sergio Vega ""El Shaka"""	Carrete familiar	Millonario De Amor	0	221986	FALSE	0.633	0.575	7	-2.358	0	0.0357	0.431	0	0.316	0.902	154.14	3	r-n-b
87100	Sleepy Hallow	2055	2055	73	123986	TRUE	0.775	0.518	6	-5.857	0	0.311	0.455	0	0.121	0.646	161.011	4	r-n-b
87101	Fivio Foreign;The Kid LAROI	Paris to Tokyo	Paris to Tokyo	71	130897	TRUE	0.642	0.787	5	-6.389	0	0.17	0.0185	0	0.288	0.406	146.733	4	r-n-b
87102	Lil Tjay	True 2 Myself	Leaked	71	220240	TRUE	0.51	0.619	7	-7.918	1	0.281	0.801	0	0.0811	0.321	97.018	4	r-n-b
87103	Charlie Brown Jr.	Ac?stico (Ao Vivo)	O Pre?o - Ao Vivo	51	193933	FALSE	0.417	0.959	3	-5.853	0	0.154	0.0741	0.000243	0.764	0.522	82.771	4	r-n-b
87104	Os Paralamas Do Sucesso	Ac?stico (Live)	Tendo A Lua - Ao Vivo	50	200826	FALSE	0.492	0.794	5	-5.823	1	0.046	0.196	0.00000262	0.873	0.683	167.815	4	r-n-b
87105	The Chemical Brothers	Halloween Hits	Go	1	260696	TRUE	0.751	0.897	1	-3.602	1	0.0468	0.00957	0.0000272	0.329	0.483	119.97	4	r-n-b
87106	Os Paralamas Do Sucesso	Ac?stico (Live)	Caleidosc?pio - Ao Vivo	50	256720	FALSE	0.567	0.494	7	-11.309	1	0.046	0.245	0.00132	0.712	0.547	175.448	4	r-n-b
87107	Edwin Luna y La Trakalosa de Monterrey	Me Hiciste un Borracho	Me Hiciste un Borracho	50	199764	FALSE	0.547	0.577	3	-1.172	1	0.037	0.49	0	0.0699	0.776	169.853	4	r-n-b
87108	Charlie Brown Jr.	De 1997 A 2007	V?cios E Virtudes - Ao Vivo	51	189413	FALSE	0.378	0.916	8	-7.516	1	0.0921	0.024	0.000381	0.988	0.622	93.065	4	r-n-b
87109	The Chemical Brothers	Helloween Party	Go	0	260696	TRUE	0.751	0.897	1	-3.602	1	0.0468	0.00957	0.0000272	0.329	0.483	119.97	4	r-n-b
87110	Charlie Brown Jr.	Ac?stico (Ao Vivo)	"O Que ? Da Casa, ? Da Casa / Papo Reto (Prazer ? Sexo O Resto ? Negocio) - Ao Vivo"	49	272000	FALSE	0.437	0.978	6	-5.107	1	0.0852	0.0104	0.000352	0.468	0.58	100.54	4	r-n-b
87111	Chuy Lizarraga y Su Banda Tierra Sinaloense;Marco Flores Y La Jerez	Me Hac?an Falta Huevos	Popurr?: Las Vaquillas Cabronas	50	509826	FALSE	0.801	0.844	1	-2.528	1	0.0387	0.292	0.000633	0.0837	0.871	113.005	3	r-n-b
87112	Frankie Valli & The Four Seasons	Jazzy Christmas Vibes	The Little Drummer Boy	0	138866	FALSE	0.613	0.278	10	-13.709	1	0.0288	0.633	0	0.0848	0.55	74.311	4	r-n-b
87113	Julio Preciado Y Su Banda Perla Del Pacifico	Tesoros De Coleccion - -Victor Cordero A Traves De Sus Mas Bellas Canciones Y Sus Mejores Interpretes	Dos Hojas Sin Rumbo	51	184693	FALSE	0.782	0.39	8	-10.786	1	0.041	0.369	0.00031	0.0635	0.977	120.059	4	r-n-b
87114	Corinne Bailey Rae	OO's Music Grandi Successi	Put Your Records On	0	215413	FALSE	0.736	0.506	9	-7.857	1	0.0344	0.182	0.00000357	0.134	0.563	96.083	4	r-n-b
87115	O Rappa	Ac?stico MTV	Pescador de ilus?es - Ao vivo ac?stico	50	306266	FALSE	0.385	0.806	1	-8.967	1	0.0398	0.237	0.00566	0.933	0.693	106.628	4	r-n-b
87116	Edwin Luna y La Trakalosa de Monterrey	Doble Vida	Doble Vida	52	194293	FALSE	0.757	0.707	3	-3.158	1	0.0352	0.475	0	0.0754	0.858	127.954	4	r-n-b
87117	Jota Quest	Ac?stico Jota Quest	Amor Maior - Ac?stico	51	235385	FALSE	0.582	0.538	2	-9.395	0	0.0353	0.636	0.00000223	0.868	0.355	76.008	4	r-n-b
87118	Projota	Rap x siempre	Oh Meu Deus	0	181528	FALSE	0.727	0.796	0	-4.224	1	0.0445	0.00149	0.000221	0.468	0.422	149.966	4	r-n-b
87119	Nathaniel Rateliff & The Night Sweats	Mega Hits Autumn/Fall 2022	Face Down In The Moment	0	279186	FALSE	0.52	0.591	6	-3.225	1	0.0301	0.353	0.00412	0.102	0.359	151.089	4	r-n-b
87120	Nenhum De N?s	Hist?rias Reais Seres Imagin?rios	Amanh? ou Depois	50	203466	FALSE	0.56	0.783	7	-5.695	1	0.0249	0.136	0.0000118	0.329	0.734	94.008	4	r-n-b
87121	Frejat	Dose Dupla Frejat	Amor pra recome?ar	51	214626	FALSE	0.564	0.856	7	-4.994	1	0.0363	0.215	0	0.337	0.726	120.528	4	r-n-b
87122	Raul Seixas	Bis - Raul Seixas	Cowboy Fora Da Lei	50	215426	FALSE	0.43	0.744	7	-7.924	1	0.0707	0.0491	0	0.295	0.812	172.522	4	r-n-b
87123	Kid Abelha	Meio Desligado (Ac?stico)	Por que n?o eu? - Ac?stico	50	205533	FALSE	0.617	0.446	4	-11.506	1	0.0265	0.622	0.000309	0.14	0.294	133.272	4	r-n-b
87124	Fresno	Reden??o	Desde Quando Voc? Se Foi	50	216226	FALSE	0.575	0.902	6	-3.092	1	0.0321	0.077	0	0.359	0.601	130.024	4	r-n-b
87125	Corinne Bailey Rae	A Merry Modern Christmas	This Christmas	0	202853	FALSE	0.538	0.391	0	-9.031	1	0.0256	0.898	0.00558	0.17	0.398	88.562	4	r-n-b
87126	Capital Inicial;Seu Jorge	Capital Inicial Ac?stico NYC (Ao Vivo) [Deluxe]	? Sua Maneira (De M?sica Ligera) (feat. Seu Jorge) - Ao Vivo	49	267120	FALSE	0.582	0.813	0	-4.558	1	0.0295	0.0819	0.00119	0.902	0.345	109.934	4	r-n-b
87127	Frankie Valli & The Four Seasons	Christmas Time	I Saw Mommy Kissing Santa Claus	0	136306	FALSE	0.629	0.56	0	-11.455	0	0.0523	0.595	0	0.182	0.88	118.895	3	r-n-b
87128	Frankie Valli & The Four Seasons	Perfect Christmas Hits	I Saw Mommy Kissing Santa Claus	0	136306	FALSE	0.629	0.56	0	-11.455	0	0.0523	0.595	0	0.182	0.88	118.895	3	r-n-b
87129	Frankie Valli & The Four Seasons	Holly Jolly Christmas	I Saw Mommy Kissing Santa Claus	0	136306	FALSE	0.629	0.56	0	-11.455	0	0.0523	0.595	0	0.182	0.88	118.895	3	r-n-b
87130	Jota Quest;Marcelo Falc?o	Ac?stico Jota Quest	Voc? Precisa de Algu?m (feat. Marcelo Falc?o) - Ac?stico	50	246464	FALSE	0.666	0.665	9	-8.448	0	0.0322	0.16	0	0.957	0.548	114.039	4	r-n-b
87131	Frankie Valli & The Four Seasons	Merry Christmas	I Saw Mommy Kissing Santa Claus	0	136306	FALSE	0.629	0.56	0	-11.455	0	0.0523	0.595	0	0.182	0.88	118.895	3	r-n-b
87132	Joan Sebastian	"Tambora, Vol. 2"	La Prietita Que Yo Quiero	52	169691	FALSE	0.806	0.366	7	-8.779	1	0.0833	0.432	0	0.13	0.983	113.583	4	r-n-b
87133	Frankie Valli & The Four Seasons	Christmas Music - Holiday Hits	I Saw Mommy Kissing Santa Claus	0	136306	FALSE	0.629	0.56	0	-11.455	0	0.0523	0.595	0	0.182	0.88	118.895	3	r-n-b
87134	El Bebeto	Para entrar en calor	Lo M?s Interesante	0	226360	FALSE	0.715	0.601	3	-3.413	1	0.0327	0.538	0.00000501	0.167	0.796	134.929	4	r-n-b
87135	Tit?s	S? as Melhores do Pop Rock Brasileiro	Fam?lia	0	249866	FALSE	0.558	0.683	7	-6.061	1	0.0807	0.0248	0.0000785	0.062	0.624	79.508	4	r-n-b
87136	Nathaniel Rateliff & The Night Sweats;Julie Davis	Alternative Christmas 2022	Baby It's Cold Outside	0	196649	FALSE	0.569	0.419	0	-9.725	1	0.0318	0.831	0	0.108	0.45	97.918	4	r-n-b
87137	Charlie Brown Jr.	Chegou Quem Faltava - Vers?o Completa (Ao Vivo)	Three Little Birds - Ao Vivo - Chegou Quem Faltava	51	133653	FALSE	0.638	0.7	8	-7.466	1	0.12	0.242	0	0.761	0.649	74.943	4	r-n-b
87138	Tit?s	S? as Melhores do Pop Rock Brasileiro	Domingo	0	253666	FALSE	0.617	0.771	7	-8.601	1	0.0328	0.00832	0.000115	0.301	0.881	140.211	4	r-n-b
87139	Engenheiros Do Hawaii	Longe Demais Das Capitais	Toda Forma De Poder	50	195066	FALSE	0.325	0.947	2	-7.304	1	0.115	0.174	0	0.116	0.593	202.846	4	r-n-b
87140	Mariano Barba	Traigo Ganas	Traigo Ganas	51	162346	FALSE	0.764	0.679	0	-3.619	1	0.0365	0.45	0.00000353	0.0886	0.983	132.541	3	r-n-b
87141	Jorge Ben Jor	Ressaquinha	Alcohol	0	355440	FALSE	0.736	0.704	11	-9.654	0	0.0398	0.278	0	0.0966	0.96	97.378	4	r-n-b
87142	Legi?o Urbana	Ac?stico (Ao Vivo Em S?o Paulo / 1999)	O Teatro Dos Vampiros - Ao Vivo Em S?o Paulo / 1999	51	336733	FALSE	0.543	0.358	7	-8.927	1	0.151	0.546	0	0.226	0.441	110.457	4	r-n-b
87143	Tit?s	Ressaquinha	N?o vou me adaptar	0	221733	FALSE	0.536	0.399	10	-7.579	1	0.0319	0.307	0.000327	0.105	0.476	81.371	4	r-n-b
87144	Fidel Rueda	Se Cotiza Bien	Se Cotiza Bien	51	222404	FALSE	0.711	0.525	7	-4.589	1	0.043	0.582	0	0.0851	0.928	150.215	1	r-n-b
87145	Kid Abelha	Ressaquinha	Teletema	0	261359	FALSE	0.807	0.457	7	-10.013	1	0.0374	0.66	0.0391	0.181	0.418	122.518	3	r-n-b
87146	Kid Abelha	S? as Melhores do Pop Rock Brasileiro	Alice (N?o me escreva aquela carta de amor)	0	188506	FALSE	0.585	0.7	11	-8.591	0	0.0847	0.085	0.245	0.103	0.951	177.588	4	r-n-b
87147	Kid Abelha	S? as Melhores do Pop Rock Brasileiro	L?grimas e chuva	0	273426	FALSE	0.706	0.8	9	-9.421	0	0.0516	0.0332	0.037	0.0488	0.725	122.396	4	r-n-b
87148	Kid Abelha	Ressaquinha	"Na rua, na chuva, na fazenda (Casinha de sap?)"	0	224373	FALSE	0.754	0.495	0	-10.966	1	0.0322	0.106	0.00316	0.0685	0.807	140.244	4	r-n-b
87149	Jorge Ben Jor	Fiesta tem?tica 70s	Os Alquimistas Est?o Chegando Os Alquimistas	0	193120	FALSE	0.546	0.85	9	-8.415	1	0.0498	0.449	0.000779	0.74	0.747	100.304	4	r-n-b
87150	Marcelo D2;Claudia	A Arte Do Barulho	Desabafo / Deixa Eu Dizer	65	175666	FALSE	0.6	0.869	4	-5.565	0	0.315	0.0364	0	0.287	0.786	85.409	4	r-n-b
87151	Chuck Berry	Berry Is On Top	Johnny B. Goode	76	161560	FALSE	0.534	0.803	10	-9.129	1	0.0743	0.741	0.0000607	0.307	0.969	167.983	4	r-n-b
87152	22Gz;Kodak Black	Walk in the Park Rap	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87153	22Gz;Kodak Black	Walk - Fresh Rap Flow	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87154	22Gz;Kodak Black	Tic Tac - Just Rap	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87155	22Gz;Kodak Black	Hiphopowe nowo?ci	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87156	22Gz;Kodak Black	Contemporary Hip Hop	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87157	22Gz;Kodak Black	Sailor on the Moon - Hot New Rap	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87158	Charlie Brown Jr.	Ac?stico (Ao Vivo)	Tudo Pro Alto - Ao Vivo	48	184093	FALSE	0.474	0.983	10	-5.498	0	0.0598	0.0182	0.000128	0.691	0.725	92.68	4	r-n-b
87159	Roy Orbison	"Oh, Pretty Woman"	"Oh, Pretty Woman"	73	178933	FALSE	0.619	0.603	9	-9.481	1	0.0342	0.712	0	0.0721	0.958	127.433	4	r-n-b
87160	22Gz;Kodak Black	Drillin' & Rappin'	Up n Stuck	1	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87161	22Gz;Kodak Black	Pushin P - Top Rap	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87162	22Gz;Kodak Black	Ghetto Superstar - New Rap Classics	Up n Stuck	0	193970	TRUE	0.869	0.802	9	-3.37	0	0.504	0.0978	0	0.0998	0.346	140.89	4	r-n-b
87163	22Gz	The Hype	"Suburban, Pt. 2"	2	190746	TRUE	0.829	0.572	11	-6.902	1	0.746	0.281	0	0.124	0.54	143.935	4	r-n-b
87164	Charlie Brown Jr.	Ac?stico (Ao Vivo)	Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo	48	282333	FALSE	0.544	0.596	1	-10.325	0	0.059	0.226	0.0000117	0.989	0.794	80.96	4	r-n-b
87165	Agnes Nunes;Neo Beats	Cabelo Bagun?ado	Cabelo Bagun?ado	49	231000	FALSE	0.494	0.442	9	-8.764	1	0.106	0.437	0.00049	0.111	0.4	89.506	5	r-n-b
87166	22Gz	New Grooves	Fallen Blixkys	0	134137	TRUE	0.888	0.566	2	-5.136	1	0.403	0.13	0	0.121	0.488	142.974	4	r-n-b
87167	22Gz	Her - All Rap	Sniper Gang Freestyle Pt. 2	0	164608	TRUE	0.884	0.665	8	-5.601	1	0.414	0.0986	0	0.0865	0.462	140.997	4	r-n-b
87168	Los Hermanos	Bloco Do Eu Sozinho	A Flor	49	207040	FALSE	0.54	0.71	8	-9.179	0	0.0325	0.0856	0.00426	0.0578	0.403	134.719	4	r-n-b
87169	Charlie Brown Jr.	Ac?stico (Ao Vivo)	Proibida Pra Mim (Grazon) - Ao Vivo	48	151666	FALSE	0.345	0.976	8	-4.74	1	0.0487	0.000587	0.0507	0.487	0.818	181.121	4	r-n-b
87170	SNJ	Somos Nos a Justica	Pensamentos	49	335974	FALSE	0.702	0.675	10	-5.352	0	0.351	0.363	0	0.359	0.626	83.515	4	r-n-b
87171	22Gz	Drillin' & Rappin'	Fallen Blixkys	1	134137	TRUE	0.888	0.566	2	-5.136	1	0.403	0.13	0	0.121	0.488	142.974	4	r-n-b
87172	22Gz	Trending Hip Hop	Fallen Blixkys	0	134137	TRUE	0.888	0.566	2	-5.136	1	0.403	0.13	0	0.121	0.488	142.974	4	r-n-b
87173	Rita Lee;Z?lia Duncan	Rita Lee 3001	Pagu	49	234666	FALSE	0.691	0.749	2	-4.486	1	0.0378	0.176	0	0.518	0.48	129.623	4	r-n-b
87174	Legi?o Urbana	Mais Do Mesmo	Gera??o Coca-Cola	48	141400	FALSE	0.574	0.89	6	-5.789	0	0.041	0.082	0	0.0741	0.83	97.9	4	r-n-b
87175	Maneva	Mundo Novo	T?o Simples	48	142131	FALSE	0.768	0.52	0	-7.375	0	0.0994	0.0912	0.00000126	0.435	0.776	140.109	4	r-n-b
87176	O Rappa	O Rappa - Ac?stico Oficina Francisco Brennand (Deluxe) [Ao Vivo]	Rodo cotidiano - Ao vivo	48	207197	FALSE	0.483	0.896	7	-5.206	1	0.0887	0.186	0.00019	0.965	0.392	128.21	4	r-n-b
87177	Maneva	Mundo Novo	Outro Algu?m	49	154431	FALSE	0.687	0.675	7	-7.093	1	0.0578	0.337	0.00000664	0.357	0.682	149.996	4	r-n-b
87178	Sabotage;Negra Li	Rap ? Compromisso (Edi??o Comemorativa)	No Brooklin	49	347213	FALSE	0.899	0.538	7	-9.458	1	0.466	0.0264	0	0.101	0.864	88.268	4	r-n-b
87179	Charlie Brown Jr.	De 1997 A 2007	Tudo Que Ela Gosta De Escutar	49	174262	FALSE	0.852	0.621	5	-3.843	0	0.0483	0.126	0.0000143	0.038	0.896	115.374	4	r-n-b
